clientID,flag_zscore_anomaly,flag_score_deterioration,flag_exposure_spike,flag_salary_stopped,flag_overdraft_dependent,flag_card_acceleration,risk_flag_count
1557064356,False,False,False,False,False,False,0
1561909716,False,False,False,False,False,False,0
1607441625,False,False,False,False,False,False,0
1598961868,False,False,False,False,False,False,0
1639119520,False,False,False,False,False,False,0
1649340053,False,False,False,False,False,False,0
1665237911,False,False,False,False,False,False,0
1500283133,False,False,False,False,False,False,0
1605250209,False,False,False,False,False,False,0
1674686421,False,False,False,False,False,False,0
1681385745,False,False,False,False,False,False,0
1681385745,False,False,False,False,False,False,0
170501192,False,False,False,False,False,False,0
170501192,False,False,False,False,False,False,0
1719254230,False,False,False,False,False,False,0
1753215434,False,False,False,False,False,False,0
1698661535,False,False,False,False,False,False,0
173874632,False,False,False,False,False,False,0
1740146625,False,False,False,False,False,False,0
1783991402,False,False,False,False,False,False,0
1822079776,False,False,False,False,False,False,0
1822079776,False,False,False,False,False,False,0
1800100754,False,False,False,False,False,False,0
1806910247,False,False,False,False,False,False,0
178193574,False,False,False,False,False,False,0
177907081,False,False,False,False,False,False,0
1818386340,False,False,False,False,False,False,0
1846963634,False,False,False,False,False,False,0
1856101124,False,False,False,False,False,False,0
1875448977,False,False,False,False,False,False,0
1902668581,False,False,False,False,False,False,0
1924745263,False,False,False,False,False,False,0
1950335986,False,False,False,False,False,False,0
1889360506,False,False,False,False,False,False,0
1937498317,False,False,False,False,False,False,0
1943904637,False,False,False,False,False,False,0
1943904637,False,False,False,False,False,False,0
199384791,False,False,False,False,False,False,0
2004475037,False,False,False,False,False,False,0
2004475037,False,False,False,False,False,False,0
2026191658,False,False,False,False,False,False,0
207722741,False,False,False,False,False,False,0
2087925351,False,False,False,False,False,False,0
2093405095,False,False,False,False,False,False,0
2109411505,False,False,False,False,False,False,0
2158435582,False,False,False,False,False,False,0
2084240282,False,False,False,False,False,False,0
1820595035,False,False,False,False,False,False,0
1821220616,False,False,False,False,False,False,0
2092554132,False,False,False,False,False,False,0
214375275,False,False,False,False,False,False,0
2185481131,False,False,False,False,False,False,0
2185481131,False,False,False,False,False,False,0
2199812930,False,False,False,False,False,False,0
224895750,False,False,False,False,False,False,0
2148489686,False,False,False,False,False,False,0
2263121352,False,False,False,False,False,False,0
2263121352,False,False,False,False,False,False,0
2270957629,False,False,False,False,False,False,0
2307434252,False,False,False,False,False,False,0
2335329023,False,False,False,False,False,False,0
2362632405,False,False,False,False,False,False,0
2396199443,False,False,False,False,False,False,0
2424593823,False,False,False,False,False,False,0
2511189743,False,False,False,False,False,False,0
2481359745,False,False,False,False,False,False,0
2104846700,False,False,False,False,False,False,0
2106177409,False,False,False,False,False,False,0
2328381738,False,False,False,False,False,False,0
2351986040,False,False,False,False,False,False,0
2391087111,False,False,False,False,False,False,0
2573117352,False,False,False,False,False,False,0
2586333444,False,False,False,False,False,False,0
2608244671,False,False,False,False,False,False,0
2608244671,False,False,False,False,False,False,0
2629144037,False,False,False,False,False,False,0
2614908961,False,False,False,False,False,False,0
2181331892,False,False,False,False,False,False,0
2182793374,False,False,False,False,False,False,0
2422369247,False,False,False,False,False,False,0
2422369247,False,False,False,False,False,False,0
26467590,False,False,False,False,False,False,0
26643970,False,False,False,False,False,False,0
2651635092,False,False,False,False,False,False,0
2571874122,False,False,False,False,False,False,0
2657743016,False,False,False,False,False,False,0
2659249302,False,False,False,False,False,False,0
2695674838,False,False,False,False,False,False,0
2706943825,False,False,False,False,False,False,0
2722534434,False,False,False,False,False,False,0
2743380135,False,False,False,False,False,False,0
2751429932,False,False,False,False,False,False,0
2756471721,False,False,False,False,False,False,0
2750007460,False,False,False,False,False,False,0
2759041266,False,False,False,False,False,False,0
2762262382,False,False,False,False,False,False,0
2774582035,False,False,False,False,False,False,0
2808375396,False,False,False,False,False,False,0
2760595699,False,False,False,False,False,False,0
2760595699,False,False,False,False,False,False,0
2760595699,False,False,False,False,False,False,0
2761078450,False,False,False,False,False,False,0
2848415502,False,False,False,False,False,False,0
2853380209,False,False,False,False,False,False,0
2853901583,False,False,False,False,False,False,0
2861028796,False,False,False,False,False,False,0
2873735378,False,False,False,False,False,False,0
2884909471,False,False,False,False,False,False,0
2893899568,False,False,False,False,False,False,0
2881757451,False,False,False,False,False,False,0
2899604936,False,False,False,False,False,False,0
2906846487,False,False,False,False,False,False,0
2919783192,False,False,False,False,False,False,0
2947840820,False,False,False,False,False,False,0
2968859294,False,False,False,False,False,False,0
2935165014,False,False,False,False,False,False,0
2935165014,False,False,False,False,False,False,0
2183905827,False,False,False,False,False,False,0
2918507484,False,False,False,False,False,False,0
2966256617,False,False,False,False,False,False,0
2995840621,False,False,False,False,False,False,0
3033497561,False,False,False,False,False,False,0
3002010144,False,False,False,False,False,False,0
3066402985,False,False,False,False,False,False,0
3066498285,False,False,False,False,False,False,0
30953987,False,False,False,False,False,False,0
3024081366,False,False,False,False,False,False,0
3086667886,False,False,False,False,False,False,0
3137447181,False,False,False,False,False,False,0
31577370,False,False,False,False,False,False,0
3218208064,False,False,False,False,False,False,0
3145711475,False,False,False,False,False,False,0
3022694975,False,False,False,False,False,False,0
3215641950,False,False,False,False,False,False,0
3243862826,False,False,False,False,False,False,0
3249611931,False,False,False,False,False,False,0
3278459748,False,False,False,False,False,False,0
338210571,False,False,False,False,False,False,0
3403781052,False,False,False,False,False,False,0
3362066165,False,False,False,False,False,False,0
3441475399,False,False,False,False,False,False,0
3247498478,False,False,False,False,False,False,0
3276637738,False,False,False,False,False,False,0
3276637738,False,False,False,False,False,False,0
3065974392,False,False,False,False,False,False,0
3381068316,False,False,False,False,False,False,0
3456068818,False,False,False,False,False,False,0
3483368436,False,False,False,False,False,False,0
3477586155,False,False,False,False,False,False,0
3504698749,False,False,False,False,False,False,0
3513461820,False,False,False,False,False,False,0
3527930002,False,False,False,False,False,False,0
3535626569,False,False,False,False,False,False,0
3549054539,False,False,False,False,False,False,0
3582482124,False,False,False,False,False,False,0
3582975398,False,False,False,False,False,False,0
3565749335,False,False,False,False,False,False,0
3565749335,False,False,False,False,False,False,0
3648526530,False,False,False,False,False,False,0
3469489904,False,False,False,False,False,False,0
3545466245,False,False,False,False,False,False,0
3659686922,False,False,False,False,False,False,0
3673053230,False,False,False,False,False,False,0
3698567108,False,False,False,False,False,False,0
3698567108,False,False,False,False,False,False,0
3509173865,False,False,False,False,False,False,0
3580911596,False,False,False,False,False,False,0
3670052506,False,False,False,False,False,False,0
3544591738,False,False,False,False,False,False,0
3672539915,False,False,False,False,False,False,0
3722163379,False,False,False,False,False,False,0
3738539289,False,False,False,False,False,False,0
3812125295,False,False,False,False,False,False,0
3772330756,False,False,False,False,False,False,0
3730480214,False,False,False,False,False,False,0
3873119416,False,False,False,False,False,False,0
3891769051,False,False,False,False,False,False,0
3804191215,False,False,False,False,False,False,0
3804191215,False,False,False,False,False,False,0
3689216337,False,False,False,False,False,False,0
3908266414,False,False,False,False,False,False,0
391915220,False,False,False,False,False,False,0
3999780043,False,False,False,False,False,False,0
3956220104,False,False,False,False,False,False,0
3956220104,False,False,False,False,False,False,0
3721047228,False,False,False,False,False,False,0
39135556,False,False,False,False,False,False,0
391776409,False,False,False,False,False,False,0
3967337343,False,False,False,False,False,False,0
4055768043,False,False,False,False,False,False,0
40877341,False,False,False,False,False,False,0
3978878850,False,False,False,False,False,False,0
3979078681,False,False,False,False,False,False,0
3954310084,False,False,False,False,False,False,0
4120942188,False,False,False,False,False,False,0
4126435603,False,False,False,False,False,False,0
4173366512,False,False,False,False,False,False,0
4134326395,False,False,False,False,False,False,0
4152873421,False,False,False,False,False,False,0
4227013709,False,False,False,False,False,False,0
4227013709,False,False,False,False,False,False,0
4269800300,False,False,False,False,False,False,0
4294624844,False,False,False,False,False,False,0
4320318591,False,False,False,False,False,False,0
4346724970,False,False,False,False,False,False,0
435857364,False,False,False,False,False,False,0
4380501124,False,False,False,False,False,False,0
4380501124,False,False,False,False,False,False,0
4410277500,False,False,False,False,False,False,0
43414811,False,False,False,False,False,False,0
4367493172,False,False,False,False,False,False,0
4367493172,False,False,False,False,False,False,0
4371100067,False,False,False,False,False,False,0
4448373596,False,False,False,False,False,False,0
4448373596,False,False,False,False,False,False,0
4266891313,False,False,False,False,False,False,0
4447173095,False,False,False,False,False,False,0
4464510466,False,False,False,False,False,False,0
4472560279,False,False,False,False,False,False,0
4470969117,False,False,False,False,False,False,0
4479079109,False,False,False,False,False,False,0
448693368,False,False,False,False,False,False,0
448693368,False,False,False,False,False,False,0
4527418966,False,False,False,False,False,False,0
4501170719,False,False,False,False,False,False,0
4514317542,False,False,False,False,False,False,0
4483224522,False,False,False,False,False,False,0
4554053503,False,False,False,False,False,False,0
4571818029,False,False,False,False,False,False,0
4571818029,False,False,False,False,False,False,0
4571818029,False,False,False,False,False,False,0
4632720533,False,False,False,False,False,False,0
4557329432,False,False,False,False,False,False,0
4612782906,False,False,False,False,False,False,0
46201976,False,False,False,False,False,False,0
460721665,False,False,False,False,False,False,0
4551641823,False,False,False,False,False,False,0
46558426,False,False,False,False,False,False,0
4675230654,False,False,False,False,False,False,0
4740512030,False,False,False,False,False,False,0
4709276029,False,False,False,False,False,False,0
479751677,False,False,False,False,False,False,0
4843694915,False,False,False,False,False,False,0
4658774380,False,False,False,False,False,False,0
46709661,False,False,False,False,False,False,0
4793479821,False,False,False,False,False,False,0
4837036792,False,False,False,False,False,False,0
489698189,False,False,False,False,False,False,0
4935205864,False,False,False,False,False,False,0
49040468,False,False,False,False,False,False,0
49040468,False,False,False,False,False,False,0
491396809,False,False,False,False,False,False,0
4923645896,False,False,False,False,False,False,0
4973230443,False,False,False,False,False,False,0
4973230443,False,False,False,False,False,False,0
498123066,False,False,False,False,False,False,0
4995627036,False,False,False,False,False,False,0
4933787586,False,False,False,False,False,False,0
4922492255,False,False,False,False,False,False,0
497305184,False,False,False,False,False,False,0
5018341833,False,False,False,False,False,False,0
5025898332,False,False,False,False,False,False,0
5035934256,False,False,False,False,False,False,0
5078336137,False,False,False,False,False,False,0
5118771710,False,False,False,False,False,False,0
5065203796,False,False,False,False,False,False,0
5056271451,False,False,False,False,False,False,0
5135835438,False,False,False,False,False,False,0
5147611069,False,False,False,False,False,False,0
5193650393,False,False,False,False,False,False,0
5220351893,False,False,False,False,False,False,0
5264331217,False,False,False,False,False,False,0
5286170545,False,False,False,False,False,False,0
5310626829,False,False,False,False,False,False,0
518474620,False,False,False,False,False,False,0
50316805,False,False,False,False,False,False,0
5182399734,False,False,False,False,False,False,0
5304540092,False,False,False,False,False,False,0
5342920301,False,False,False,False,False,False,0
5364470648,False,False,False,False,False,False,0
5307001269,False,False,False,False,False,False,0
530826651,False,False,False,False,False,False,0
530826651,False,False,False,False,False,False,0
5380098116,False,False,False,False,False,False,0
5404173062,False,False,False,False,False,False,0
5398129038,False,False,False,False,False,False,0
5451381472,False,False,False,False,False,False,0
5469043286,False,False,False,False,False,False,0
5490152048,False,False,False,False,False,False,0
5509251656,False,False,False,False,False,False,0
5388488160,False,False,False,False,False,False,0
55243605,False,False,False,False,False,False,0
5531747207,False,False,False,False,False,False,0
5564895214,False,False,False,False,False,False,0
5573180015,False,False,False,False,False,False,0
558354323,False,False,False,False,False,False,0
5363482352,False,False,False,False,False,False,0
5449489896,False,False,False,False,False,False,0
5606996178,False,False,False,False,False,False,0
5610477072,False,False,False,False,False,False,0
5618206725,False,False,False,False,False,False,0
5652478296,False,False,False,False,False,False,0
5652857086,False,False,False,False,False,False,0
5662941851,False,False,False,False,False,False,0
5688790791,False,False,False,False,False,False,0
5721297906,False,False,False,False,False,False,0
5745984606,False,False,False,False,False,False,0
5759755095,False,False,False,False,False,False,0
5636949823,False,False,False,False,False,False,0
5636949823,False,False,False,False,False,False,0
56487047,False,False,False,False,False,False,0
5779108275,False,False,False,False,False,False,0
5780823118,False,False,False,False,False,False,0
5801636838,False,False,False,False,False,False,0
5830871330,False,False,False,False,False,False,0
5844812131,False,False,False,False,False,False,0
5846939446,False,False,False,False,False,False,0
5847073232,False,False,False,False,False,False,0
5851587242,False,False,False,False,False,False,0
5861001326,False,False,False,False,False,False,0
5877030535,False,False,False,False,False,False,0
58871029,False,False,False,False,False,False,0
5901016359,False,False,False,False,False,False,0
5901642200,False,False,False,False,False,False,0
59613760,False,False,False,False,False,False,0
59613760,False,False,False,False,False,False,0
59465475,False,False,False,False,False,False,0
5995726998,False,False,False,False,False,False,0
5616507209,False,False,False,False,False,False,0
5403999181,False,False,False,False,False,False,0
5875490698,False,False,False,False,False,False,0
58960843,False,False,False,False,False,False,0
6015402034,False,False,False,False,False,False,0
603154923,False,False,False,False,False,False,0
6060593093,False,False,False,False,False,False,0
5958399798,False,False,False,False,False,False,0
60277930,False,False,False,False,False,False,0
6049276299,False,False,False,False,False,False,0
6113457636,False,False,False,False,False,False,0
6125081006,False,False,False,False,False,False,0
6125081006,False,False,False,False,False,False,0
6106512664,False,False,False,False,False,False,0
61328010,False,False,False,False,False,False,0
6140473983,False,False,False,False,False,False,0
6157467863,False,False,False,False,False,False,0
6148156004,False,False,False,False,False,False,0
6138128004,False,False,False,False,False,False,0
5957901588,False,False,False,False,False,False,0
6140059381,False,False,False,False,False,False,0
61683833,False,False,False,False,False,False,0
61683833,False,False,False,False,False,False,0
61683833,False,False,False,False,False,False,0
61683833,False,False,False,False,False,False,0
61683833,False,False,False,False,False,False,0
61683833,False,False,False,False,False,False,0
61683833,False,False,False,False,False,False,0
61683833,False,False,False,False,False,False,0
61683833,False,False,False,False,False,False,0
6178661144,False,False,False,False,False,False,0
61966808,False,False,False,False,False,False,0
6211918857,False,False,False,False,False,False,0
6174562908,False,False,False,False,False,False,0
6174562908,False,False,False,False,False,False,0
6169464379,False,False,False,False,False,False,0
6191716645,False,False,False,False,False,False,0
6230867890,False,False,False,False,False,False,0
6236987105,False,False,False,False,False,False,0
6236987105,False,False,False,False,False,False,0
6262546399,False,False,False,False,False,False,0
62731467,False,False,False,False,False,False,0
6287037032,False,False,False,False,False,False,0
6249628953,False,False,False,False,False,False,0
6272339386,False,False,False,False,False,False,0
6307687431,False,False,False,False,False,False,0
6309885914,False,False,False,False,False,False,0
6312079305,False,False,False,False,False,False,0
6331456171,False,False,False,False,False,False,0
6358710114,False,False,False,False,False,False,0
6383180357,False,False,False,False,False,False,0
63758466,False,False,False,False,False,False,0
6400366684,False,False,False,False,False,False,0
6415208484,False,False,False,False,False,False,0
6410135574,False,False,False,False,False,False,0
6430124158,False,False,False,False,False,False,0
6435779580,False,False,False,False,False,False,0
6449023677,False,False,False,False,False,False,0
6356767191,False,False,False,False,False,False,0
64507090,False,False,False,False,False,False,0
64507090,False,False,False,False,False,False,0
6453817571,False,False,False,False,False,False,0
6459962891,False,False,False,False,False,False,0
6470739817,False,False,False,False,False,False,0
6484334977,False,False,False,False,False,False,0
6530757266,False,False,False,False,False,False,0
6574281579,False,False,False,False,False,False,0
6465844119,False,False,False,False,False,False,0
6465998838,False,False,False,False,False,False,0
6464485321,False,False,False,False,False,False,0
6464485321,False,False,False,False,False,False,0
6469265524,False,False,False,False,False,False,0
662459158,False,False,False,False,False,False,0
6631210644,False,False,False,False,False,False,0
6646382093,False,False,False,False,False,False,0
6526639337,False,False,False,False,False,False,0
6649765386,False,False,False,False,False,False,0
6650197284,False,False,False,False,False,False,0
6650197284,False,False,False,False,False,False,0
6670485585,False,False,False,False,False,False,0
6670485585,False,False,False,False,False,False,0
6670692502,False,False,False,False,False,False,0
6666142056,False,False,False,False,False,False,0
6663875269,False,False,False,False,False,False,0
6691681393,False,False,False,False,False,False,0
6696594661,False,False,False,False,False,False,0
6702088433,False,False,False,False,False,False,0
6725762864,False,False,False,False,False,False,0
6714660473,False,False,False,False,False,False,0
6714660473,False,False,False,False,False,False,0
6660971192,False,False,False,False,False,False,0
6713531049,False,False,False,False,False,False,0
6749185428,False,False,False,False,False,False,0
675301170,False,False,False,False,False,False,0
6760292248,False,False,False,False,False,False,0
6760292248,False,False,False,False,False,False,0
6760292718,False,False,False,False,False,False,0
6760292718,False,False,False,False,False,False,0
6760568025,False,False,False,False,False,False,0
6779812119,False,False,False,False,False,False,0
6799149202,False,False,False,False,False,False,0
6817826822,False,False,False,False,False,False,0
6774933414,False,False,False,False,False,False,0
682965386,False,False,False,False,False,False,0
68423929,False,False,False,False,False,False,0
6917756520,False,False,False,False,False,False,0
68927136,False,False,False,False,False,False,0
6901487325,False,False,False,False,False,False,0
6947266168,False,False,False,False,False,False,0
6947266168,False,False,False,False,False,False,0
7010258458,False,False,False,False,False,False,0
6970065515,False,False,False,False,False,False,0
6993378125,False,False,False,False,False,False,0
7082467102,False,False,False,False,False,False,0
7069381089,False,False,False,False,False,False,0
6990378628,False,False,False,False,False,False,0
7122812175,False,False,False,False,False,False,0
71556138,False,False,False,False,False,False,0
691648608,False,False,False,False,False,False,0
6690565676,False,False,False,False,False,False,0
706875005,False,False,False,False,False,False,0
7128206100,False,False,False,False,False,False,0
7130242244,False,False,False,False,False,False,0
7130283879,False,False,False,False,False,False,0
7136398629,False,False,False,False,False,False,0
7148882612,False,False,False,False,False,False,0
7206625015,False,False,False,False,False,False,0
7212328427,False,False,False,False,False,False,0
7234766040,False,False,False,False,False,False,0
72397343,False,False,False,False,False,False,0
7251339378,False,False,False,False,False,False,0
7251339378,False,False,False,False,False,False,0
7256678434,False,False,False,False,False,False,0
7269058179,False,False,False,False,False,False,0
7271938925,False,False,False,False,False,False,0
7272238888,False,False,False,False,False,False,0
7281358870,False,False,False,False,False,False,0
7289506346,False,False,False,False,False,False,0
7289580572,False,False,False,False,False,False,0
7289580572,False,False,False,False,False,False,0
7278374059,False,False,False,False,False,False,0
7233701374,False,False,False,False,False,False,0
732332381,False,False,False,False,False,False,0
732489124,False,False,False,False,False,False,0
7326557624,False,False,False,False,False,False,0
7328255058,False,False,False,False,False,False,0
7373971766,False,False,False,False,False,False,0
7352726837,False,False,False,False,False,False,0
7342499701,False,False,False,False,False,False,0
7342499701,False,False,False,False,False,False,0
7402313953,False,False,False,False,False,False,0
7419301100,False,False,False,False,False,False,0
74140215,False,False,False,False,False,False,0
7431348010,False,False,False,False,False,False,0
7452511177,False,False,False,False,False,False,0
7492591028,False,False,False,False,False,False,0
7351003431,False,False,False,False,False,False,0
7440288833,False,False,False,False,False,False,0
7440288833,False,False,False,False,False,False,0
7442104400,False,False,False,False,False,False,0
7448630892,False,False,False,False,False,False,0
7490833996,False,False,False,False,False,False,0
7521885095,False,False,False,False,False,False,0
7547622303,False,False,False,False,False,False,0
7571392902,False,False,False,False,False,False,0
7621868401,False,False,False,False,False,False,0
7584324944,False,False,False,False,False,False,0
7608005786,False,False,False,False,False,False,0
76718564,False,False,False,False,False,False,0
7690137738,False,False,False,False,False,False,0
7545292273,False,False,False,False,False,False,0
74924798,False,False,False,False,False,False,0
7521216955,False,False,False,False,False,False,0
7669666693,False,False,False,False,False,False,0
770293965,False,False,False,False,False,False,0
7703019288,False,False,False,False,False,False,0
7714701268,False,False,False,False,False,False,0
77723211,False,False,False,False,False,False,0
7749447145,False,False,False,False,False,False,0
7815922115,False,False,False,False,False,False,0
7837718365,False,False,False,False,False,False,0
7837718365,False,False,False,False,False,False,0
7760228413,False,False,False,False,False,False,0
7743484369,False,False,False,False,False,False,0
7852830602,False,False,False,False,False,False,0
7889227672,False,False,False,False,False,False,0
7961791369,False,False,False,False,False,False,0
7961791369,False,False,False,False,False,False,0
8014364849,False,False,False,False,False,False,0
7867236158,False,False,False,False,False,False,0
785744658,False,False,False,False,False,False,0
7862671670,False,False,False,False,False,False,0
7953900468,False,False,False,False,False,False,0
8075386158,False,False,False,False,False,False,0
8132362214,False,False,False,False,False,False,0
8108901124,False,False,False,False,False,False,0
79475286,False,False,False,False,False,False,0
8013322360,False,False,False,False,False,False,0
8072557903,False,False,False,False,False,False,0
8119835438,False,False,False,False,False,False,0
8204063333,False,False,False,False,False,False,0
8125302589,False,False,False,False,False,False,0
8126445037,False,False,False,False,False,False,0
8217895641,False,False,False,False,False,False,0
8225592172,False,False,False,False,False,False,0
82382879,False,False,False,False,False,False,0
82383181,False,False,False,False,False,False,0
82576137,False,False,False,False,False,False,0
8203387532,False,False,False,False,False,False,0
7946560142,False,False,False,False,False,False,0
82173390,False,False,False,False,False,False,0
8274659215,False,False,False,False,False,False,0
8275059174,False,False,False,False,False,False,0
8275430972,False,False,False,False,False,False,0
8284728094,False,False,False,False,False,False,0
8279751428,False,False,False,False,False,False,0
8296312580,False,False,False,False,False,False,0
8317790441,False,False,False,False,False,False,0
8354536879,False,False,False,False,False,False,0
83678193,False,False,False,False,False,False,0
83678193,False,False,False,False,False,False,0
8305761961,False,False,False,False,False,False,0
8389039745,False,False,False,False,False,False,0
8396091985,False,False,False,False,False,False,0
8396091985,False,False,False,False,False,False,0
8404059392,False,False,False,False,False,False,0
8446212248,False,False,False,False,False,False,0
8446212248,False,False,False,False,False,False,0
8457744000,False,False,False,False,False,False,0
8477072826,False,False,False,False,False,False,0
8477072826,False,False,False,False,False,False,0
8496181657,False,False,False,False,False,False,0
8521277197,False,False,False,False,False,False,0
8530718816,False,False,False,False,False,False,0
8434743643,False,False,False,False,False,False,0
8517210509,False,False,False,False,False,False,0
8571516396,False,False,False,False,False,False,0
8585037276,False,False,False,False,False,False,0
8596342579,False,False,False,False,False,False,0
8577873214,False,False,False,False,False,False,0
8631418633,False,False,False,False,False,False,0
8656384336,False,False,False,False,False,False,0
86698266,False,False,False,False,False,False,0
86477980,False,False,False,False,False,False,0
8689389384,False,False,False,False,False,False,0
8705022889,False,False,False,False,False,False,0
8687191882,False,False,False,False,False,False,0
8570760499,False,False,False,False,False,False,0
8698885065,False,False,False,False,False,False,0
8718192429,False,False,False,False,False,False,0
875142437,False,False,False,False,False,False,0
875142437,False,False,False,False,False,False,0
8735059820,False,False,False,False,False,False,0
8727893523,False,False,False,False,False,False,0
8797243255,False,False,False,False,False,False,0
880616469,False,False,False,False,False,False,0
8701308105,False,False,False,False,False,False,0
8828377411,False,False,False,False,False,False,0
883301644,False,False,False,False,False,False,0
8860730992,False,False,False,False,False,False,0
8872308614,False,False,False,False,False,False,0
8882658928,False,False,False,False,False,False,0
8882658928,False,False,False,False,False,False,0
8902646179,False,False,False,False,False,False,0
8912422418,False,False,False,False,False,False,0
8955630673,False,False,False,False,False,False,0
8955847553,False,False,False,False,False,False,0
8846680436,False,False,False,False,False,False,0
8969642911,False,False,False,False,False,False,0
8284633633,False,False,False,False,False,False,0
891193964,False,False,False,False,False,False,0
897404163,False,False,False,False,False,False,0
8978673373,False,False,False,False,False,False,0
8987694351,False,False,False,False,False,False,0
9007173455,False,False,False,False,False,False,0
9040668682,False,False,False,False,False,False,0
8996146935,False,False,False,False,False,False,0
